COD;COUNTRY;YEAR;IDH;IDHr;INBpc;CONTCORR;EGOB;ESTPOL;CALIREG;RJUE;VOZYREND;GasSocial;IDEM;IPC;ILIB;IGINIGM;IGINICEPAL;RJUEd;GasSociald;LGasSocial;LLIB;CONTCORRp;EGOBp;ESTPOLp;CALIREGp;RJUEp;VOZYRENDp;LCONTCORRp;LEGOBp;LESTPOLp;LCALIREGp;LRJUEp;LVOZYRENDp;CONTCORRpd;EGOBpd;ESTPOLpd;CALIREGpd;RJUEpd;VOZYRENDpd
CUB;Cuba;2012;0.764;0.834;7618;0.24;-0.4;0.31;-1.56;-0.71;-1.51;19.2;35.2;48;6.5;43.4;;-0.02;1.6;1.283301229;0.812913357;63.51;42.18;57.35;3.79;29.11;6.57;1.8028;1.6251;1.7585;0.5786;1.4640;0.8176;-0.9400;-0.9500;1.9000;0.4700;-0.9390;0.4700
CUB;Cuba;2013;0.762;0.827;7823;0.12;-0.44;0.37;-1.58;-0.7;-1.48;11.9;35.2;46;6.5;43.4;;0.01;-7.3;1.075546961;0.812913357;61.61;39.81;60.19;3.79;30.05;6.57;1.7897;1.6000;1.7795;0.5786;1.4778;0.8176;-1.9000;-2.3700;2.8400;0.0000;0.9390;0.0000
CUB;Cuba;2014;0.764;0.83;7879;0.07;-0.05;0.54;-1.33;-0.66;-1.54;10.9;35.2;46;6.5;43.4;;0.04;-1;1.037426498;0.812913357;58.65;52.88;63.33;7.69;29.81;6.4;1.7683;1.7233;1.8016;0.8859;1.4743;0.8062;-2.9600;13.0700;3.1400;3.9000;-0.2393;-0.1700
CUB;Cuba;2015;0.768;0.832;8218;0.07;0.02;0.64;-1.22;-0.7;-1.56;10.6;35.2;47;6.5;43.4;;-0.04;-0.3;1.025305865;0.812913357;60.1;54.33;66.19;7.69;28.37;6.4;1.7789;1.7350;1.8208;0.8859;1.4528;0.8062;1.4500;1.4500;2.8600;0.0000;-1.4423;0.0000
CUB;Cuba;2016;0.771;0.837;8242;0.17;-0.1;0.69;-1.34;-0.44;-1.56;10.1;34.6;47;6.5;43.4;;0.26;-0.5;1.004321374;0.812913357;62.02;50;70;6.73;34.62;6.9;1.7925;1.6990;1.8451;0.8280;1.5393;0.8388;1.9200;-4.3300;3.8100;-0.9600;6.2500;0.5000
CUB;Cuba;2017;0.777;0.845;8388;0.27;-0.18;0.65;-1.33;-0.43;-1.55;14.6;33.1;47;6.5;43.4;;0.01;4.5;1.164352856;0.812913357;64.42;45.67;68.1;7.69;35.10;7.39;1.8090;1.6596;1.8331;0.8859;1.5453;0.8686;2.4000;-4.3300;-1.9000;0.9600;0.4808;0.4900
CUB;Cuba;2018;0.778;0.845;8578;0.17;-0.24;0.66;-1.46;-0.44;-1.44;14.6;30;47;6.5;43.4;;-0.01;0;1.164352856;0.812913357;61.06;44.71;67.62;6.25;35.10;9.36;1.7858;1.6504;1.8301;0.7959;1.5453;0.9713;-3.3600;-0.9600;-0.4800;-1.4400;0.0000;1.9700
RDM;Dominican Republic;2007;0.689;0.685;11176;-0.75;-0.67;-0.08;-0.24;-0.61;0.2;6.6;61.65;30;2;49.3;0.495;-0.03;0.2;0.819543936;0.301029996;25.24;28.16;40.1;47.57;32.06;54.33;1.4021;1.4496;1.6031;1.6773;1.5059;1.7350;-2.5600;-5.9900;-1.9300;0.5100;-1.9139;0.4800
RDM;Dominican Republic;2008;0.692;0.689;11558;-0.73;-0.62;-0.04;-0.19;-0.66;0.16;7.3;62;30;2;48.7;0.489;-0.05;0.7;0.86332286;0.301029996;26.7;32.04;42.79;48.54;30.77;52.88;1.4265;1.5057;1.6313;1.6861;1.4881;1.7233;1.4600;3.8800;2.6900;0.9700;-1.2882;-1.4500
RDM;Dominican Republic;2009;0.694;0.692;11520;-0.78;-0.61;0;-0.19;-0.77;0.09;6.7;62;30;2;47.8;0.496;-0.11;-0.6;0.826074803;0.301029996;23.92;33.01;44.55;47.37;26.07;51.66;1.3788;1.5186;1.6488;1.6755;1.4161;1.7132;-2.7800;0.9700;1.7600;-1.1700;-4.7029;-1.2200
RDM;Dominican Republic;2010;0.701;0.697;12330;-0.84;-0.64;-0.04;-0.15;-0.81;0.07;6.3;62;30;2;47.2;0.48;-0.04;-0.4;0.799340549;0.301029996;20.95;31.1;44.55;48.8;24.64;51.18;1.3212;1.4928;1.6488;1.6884;1.3917;1.7091;-2.9700;-1.9100;0.0000;1.4300;-1.4218;-0.4800
RDM;Dominican Republic;2011;0.704;0.701;12531;-0.81;-0.59;0;-0.2;-0.77;0.09;6.2;62;25.9;2;47.1;0.484;0.04;-0.1;0.792391689;0.301029996;21.8;32.7;46.92;46.45;26.29;52.58;1.3385;1.5145;1.6714;1.6670;1.4198;1.7208;0.8500;1.6000;2.3700;-2.3500;1.6465;1.4000
RDM;Dominican Republic;2012;0.708;0.705;12709;-0.86;-0.51;0.25;-0.1;-0.69;0.12;7.3;64.9;32;2;46.2;0.469;0.08;1.1;0.86332286;0.301029996;19.91;37.44;54.98;48.82;30.05;55.4;1.2991;1.5733;1.7402;1.6886;1.4778;1.7435;-1.8900;4.7400;8.0600;2.3700;3.7559;2.8200
RDM;Dominican Republic;2013;0.712;0.709;13069;-0.87;-0.47;0.21;-0.07;-0.53;0.12;8.1;67.4;29;2.5;45.7;0.484;0.16;0.8;0.908485019;0.397940009;21.33;38.39;54.98;51.18;36.62;53.99;1.3290;1.5842;1.7402;1.7091;1.5637;1.7323;1.4200;0.9500;0.0000;2.3600;6.5728;-1.4100
RDM;Dominican Republic;2014;0.724;0.723;13816;-0.82;-0.44;0.15;-0.04;-0.41;0.19;7.7;66.7;32;2.5;45.3;0.449;0.12;-0.4;0.886490725;0.397940009;23.08;37.5;50.95;51.92;39.42;54.19;1.3632;1.5740;1.7071;1.7153;1.5958;1.7339;1.7500;-0.8900;-4.0300;0.7400;2.8034;0.2000
RDM;Dominican Republic;2015;0.733;0.731;14697;-0.82;-0.36;0.24;-0.04;-0.51;0.15;8.1;66.7;33;3;45.3;0.457;-0.1;0.4;0.908485019;0.477121255;21.15;41.35;54.76;52.88;35.10;52.22;1.3253;1.6165;1.7385;1.7233;1.5453;1.7178;-1.9300;3.8500;3.8100;0.9600;-4.3269;-1.9700
RDM;Dominican Republic;2016;0.738;0.734;15464;-0.76;-0.26;0.25;-0.07;-0.4;0.18;8;66.7;31;3;44.9;0.435;0.11;-0.1;0.903089987;0.477121255;23.08;43.27;55.24;53.37;37.02;52.71;1.3632;1.6362;1.7423;1.7273;1.5684;1.7219;1.9300;1.9200;0.4800;0.4900;1.9231;0.4900
RDM;Dominican Republic;2017;0.741;0.737;15942;-0.74;-0.37;0.16;-0.08;-0.42;0.16;8.5;66.6;29;3;45.2;0.433;-0.02;0.5;0.929418926;0.477121255;24.52;38.46;52.86;52.88;36.06;52.22;1.3895;1.5850;1.7231;1.7233;1.5570;1.7178;1.4400;-4.8100;-2.3800;-0.4900;-0.9615;-0.4900
RDM;Dominican Republic;2018;0.745;0.738;16927;-0.76;-0.4;0.03;-0.07;-0.38;0.14;8;65.4;30;3;45.3;0.441;0.04;-0.5;0.903089987;0.477121255;24.52;39.42;48.1;52.88;39.90;51.23;1.3895;1.5957;1.6821;1.7233;1.6010;1.7095;0.0000;0.9600;-4.7600;0.0000;3.8462;-0.9900
ECU;Ecuador;2007;0.706;0.725;9427;-0.77;-0.87;-0.81;-1.14;-1.04;-0.16;5.4;56.4;21;3;51.4;0.534;-0.01;1.1;0.73239376;0.477121255;23.3;18.93;20.29;12.62;14.35;43.27;1.3674;1.2772;1.3073;1.1011;1.1570;1.6362;-1.0900;3.3200;-0.4800;-1.1100;-0.4785;5.2900
ECU;Ecuador;2008;0.711;0.727;10015;-0.69;-0.86;-0.73;-1.14;-1.17;-0.22;6.5;56.4;20;3;50.5;0.496;-0.13;1.1;0.812913357;0.477121255;28.64;19.9;20.67;14.08;10.58;40.38;1.4570;1.2989;1.3153;1.1486;1.0244;1.6062;5.3400;0.9700;0.3800;1.4600;-3.7771;-2.8900
ECU;Ecuador;2009;0.712;0.73;9945;-0.8;-0.79;-0.67;-1.3;-1.25;-0.25;8.1;57.05;22;3;49.2;0.485;-0.08;1.6;0.908485019;0.477121255;22.49;23.92;23.22;6.22;9.00;39.34;1.3520;1.3788;1.3659;0.7938;0.9545;1.5948;-6.1500;4.0200;2.5500;-7.8600;-1.5722;-1.0400
ECU;Ecuador;2010;0.716;0.734;10187;-0.77;-0.72;-0.59;-1.17;-1.2;-0.23;8.1;57.7;25;3;47.8;0.49;0.05;0;0.908485019;0.477121255;22.86;27.75;26.07;10.05;10.90;38.86;1.3591;1.4433;1.4161;1.0022;1.0374;1.5895;0.3700;3.8300;2.8500;3.8300;1.8957;-0.4800
ECU;Ecuador;2011;0.742;0.769;10808;-0.71;-0.58;-0.69;-1.03;-1.21;-0.29;8.1;57.2;26.5;3;47.2;0.458;-0.01;0;0.908485019;0.477121255;24.64;33.65;25.59;15.64;10.80;37.09;1.3916;1.5270;1.4081;1.1942;1.0333;1.5693;1.7800;5.9000;-0.4800;5.5900;-0.1024;-1.7700
ECU;Ecuador;2012;0.74;0.763;11263;-0.58;-0.5;-0.57;-1.02;-1.13;-0.3;8.2;57.8;32;3;46.5;0.468;0.08;0.1;0.913813852;0.477121255;34.12;37.91;27.49;17.06;12.68;38.5;1.5330;1.5788;1.4392;1.2320;1.1030;1.5855;9.4800;4.2600;1.9000;1.4200;1.8779;1.4100
ECU;Ecuador;2013;0.751;0.777;11647;-0.57;-0.5;-0.18;-0.93;-0.97;-0.25;9.2;58.7;35;3;46;0.47;0.16;1;0.963787827;0.477121255;35.07;36.02;39.34;19.91;17.37;40.38;1.5449;1.5565;1.5948;1.2991;1.2398;1.6062;0.9500;-1.8900;11.8500;2.8500;4.6948;1.8800
ECU;Ecuador;2014;0.75;0.773;11892;-0.75;-0.47;-0.02;-1.01;-1.06;-0.2;8.5;58.7;33;3;45.8;0.449;-0.09;-0.7;0.929418926;0.477121255;25;35.58;45.24;15.87;12.02;39.9;1.3979;1.5512;1.6555;1.2006;1.0799;1.6010;-10.0700;-0.4400;5.9000;-4.0400;-5.3517;-0.4800
ECU;Ecuador;2015;0.758;0.787;11693;-0.67;-0.44;-0.14;-1.16;-1.03;-0.21;8.4;58.7;32;3;45.6;0.462;0.03;-0.1;0.924279286;0.477121255;28.37;38.46;40.95;11.54;13.94;39.41;1.4529;1.5850;1.6123;1.0622;1.1443;1.5956;3.3700;2.8800;-4.2900;-4.3300;1.9231;-0.4900
ECU;Ecuador;2016;0.756;0.787;11346;-0.68;-0.43;-0.09;-1.02;-0.76;-0.25;8.8;58.1;31;3.5;45.2;0.45;0.27;0.4;0.944482672;0.544068044;27.4;37.5;44.29;12.98;25.00;38.42;1.4378;1.5740;1.6463;1.1133;1.3979;1.5846;-0.9700;-0.9600;3.3400;1.4400;11.0577;-0.9900
ECU;Ecuador;2017;0.757;0.789;11360;-0.6;-0.32;-0.07;-1;-0.7;-0.17;9.2;60.2;32;3;45.2;0.444;0.06;0.4;0.963787827;0.477121255;30.77;39.9;41.43;14.42;25.48;40.89;1.4881;1.6010;1.6173;1.1590;1.4062;1.6116;3.3700;2.4000;-2.8600;1.4400;0.4808;2.4700
ECU;Ecuador;2018;0.758;0.79;11256;-0.57;-0.26;-0.08;-0.87;-0.64;0.02;9;62.7;34;3;45;0.454;0.06;-0.2;0.954242509;0.477121255;32.21;42.79;43.33;16.83;28.37;47.29;1.5080;1.6313;1.6368;1.2261;1.4528;1.6748;1.4400;2.8900;1.9000;2.4100;2.8846;6.4000
SLV;El Salvador;2007;0.644;0.657;7041;-0.37;-0.2;-0.01;0.19;-0.65;0.09;8.3;63.1;40;2.5;46.4;0.47;-0.03;-0.8;0.919078092;0.397940009;41.75;49.03;43;57.77;31.10;50.48;1.6207;1.6905;1.6335;1.7617;1.4928;1.7031;-3.6200;-2.6800;2.4200;2.8700;-0.9569;-0.9600
SLV;El Salvador;2008;0.647;0.66;7239;-0.36;-0.16;0.04;0.21;-0.67;0.11;8.3;64;39;2.5;45.4;0.474;-0.02;0;0.919078092;0.397940009;43.2;49.51;45.19;57.28;30.29;50.96;1.6355;1.6947;1.6550;1.7580;1.4813;1.7072;1.4500;0.4800;2.1900;-0.4900;-0.8120;0.4800
SLV;El Salvador;2009;0.647;0.663;6985;-0.25;-0.04;-0.01;0.32;-0.75;0.06;9.2;64.35;34;2.5;44.8;0.478;-0.08;0.9;0.963787827;0.397940009;50.72;53.59;44.08;62.2;27.49;49.76;1.7052;1.7291;1.6442;1.7938;1.4391;1.6969;7.5200;4.0800;-1.1100;4.9200;-2.8003;-1.2000
SLV;El Salvador;2010;0.659;0.68;7123;-0.28;0.01;0.06;0.36;-0.81;0.07;9.3;64.7;36;2.5;44.1;0.454;-0.06;0.1;0.968482949;0.397940009;48.1;56.46;48.34;61.72;24.17;50.71;1.6821;1.7517;1.6843;1.7904;1.3833;1.7051;-2.6200;2.8700;4.2600;-0.4800;-3.3175;0.9500
SLV;El Salvador;2011;0.656;0.672;7355;-0.26;-0.1;0.11;0.47;-0.72;0.04;9.6;64.7;34.2;2.5;43.4;0.446;0.09;0.3;0.982271233;0.397940009;50.71;52.13;49.76;67.3;29.11;50.7;1.7051;1.7171;1.6969;1.8280;1.4640;1.7050;2.6100;-4.3300;1.4200;5.5800;4.9374;-0.0100
SLV;El Salvador;2012;0.66;0.677;7447;-0.41;-0.13;0.23;0.33;-0.7;-0.04;9.7;64.7;38;2.5;42.5;0.438;0.02;0.1;0.986771734;0.397940009;42.18;50.24;54.5;59.72;29.58;46.95;1.6251;1.7010;1.7364;1.7761;1.4710;1.6716;-8.5300;-1.8900;4.7400;-7.5800;0.4695;-3.7500
SLV;El Salvador;2013;0.662;0.678;7541;-0.35;-0.12;-0.03;0.31;-0.62;-0.01;10.3;65.3;38;2.5;41.9;0.453;0.08;0.6;1.012837225;0.397940009;45.02;49.29;45.5;61.14;33.80;47.42;1.6534;1.6928;1.6580;1.7863;1.5290;1.6760;2.8400;-0.9500;-9.0000;1.4200;4.2254;0.4700
SLV;El Salvador;2014;0.66;0.675;7635;-0.38;-0.03;-0.02;0.32;-0.48;0.15;9.9;65.3;39;2.5;41.5;0.434;0.14;-0.4;0.995635195;0.397940009;43.27;54.33;43.81;63.46;36.54;51.23;1.6362;1.7350;1.6416;1.8025;1.5628;1.7095;-1.7500;5.0400;-1.6900;2.3200;2.7356;3.8100
SLV;El Salvador;2015;0.66;0.673;7765;-0.42;-0.24;-0.02;0.2;-0.59;0.15;10;66.4;39;2.5;41.1;0.426;-0.11;0.1;1;0.397940009;42.31;45.67;44.76;59.62;31.73;51.72;1.6264;1.6596;1.6509;1.7754;1.5015;1.7137;-0.9600;-8.6600;0.9500;-3.8400;-4.8077;0.4900
SLV;El Salvador;2016;0.662;0.676;7879;-0.52;-0.29;-0.1;0.09;-0.71;0.19;9.9;66.4;36;2.5;40.4;0.42;-0.12;-0.1;0.995635195;0.397940009;33.65;42.31;42.86;57.21;26.92;53.2;1.5270;1.6264;1.6321;1.7575;1.4301;1.7259;-8.6600;-3.3600;-1.9000;-2.4100;-4.8077;1.4800
SLV;El Salvador;2017;0.665;0.678;7984;-0.51;-0.36;-0.26;-0.15;-0.86;0.15;10;64.3;33;2.5;40.1;0.399;-0.15;0.1;1;0.397940009;37.98;38.94;35.71;47.6;20.19;51.72;1.5796;1.5904;1.5528;1.6776;1.3052;1.7137;4.3300;-3.3700;-7.1500;-9.6100;-6.7308;-1.4800
SLV;El Salvador;2018;0.667;0.68;8141;-0.6;-0.45;-0.38;0.04;-0.83;0.04;9;59.6;35;2.5;40;0.405;0.03;-1;0.954242509;0.397940009;29.81;36.54;32.86;57.21;19.71;48.77;1.4744;1.5628;1.5167;1.7575;1.2947;1.6882;-8.1700;-2.4000;-2.8500;9.6100;-0.4808;-2.9500
GUA;Guatemala;2007;0.588;0.568;7093;-0.74;-0.55;-0.75;-0.23;-1.12;-0.17;7.2;60.7;28;3.5;53.6;;-0.03;-0.6;0.857332496;0.544068044;26.21;33.01;21.74;48.06;12.92;41.83;1.4185;1.5186;1.3373;1.6818;1.1112;1.6215;3.7700;-0.1600;-2.9000;1.9800;0.0000;0.4800
GUA;Guatemala;2008;0.594;0.575;7211;-0.65;-0.56;-0.71;-0.18;-1.11;-0.2;7;60.7;31;3.5;53;;0.01;-0.2;0.84509804;0.544068044;30.58;35.44;22.12;50.49;12.50;41.35;1.4854;1.5495;1.3448;1.7032;1.0969;1.6165;4.3700;2.4300;0.3800;2.4300;-0.4187;-0.4800
GUA;Guatemala;2009;0.597;0.581;7081;-0.53;-0.71;-0.93;-0.15;-1.02;-0.25;8.1;60.6;34;4;52.2;;0.09;1.1;0.908485019;0.602059991;35.89;27.27;18.96;48.33;16.11;39.81;1.5550;1.4357;1.2778;1.6842;1.2072;1.6000;5.3100;-8.1700;-3.1600;-2.1600;3.6137;-1.5400
GUA;Guatemala;2010;0.602;0.588;7143;-0.53;-0.7;-0.85;-0.15;-0.96;-0.3;8;60.5;32;4;51.4;;0.06;-0.1;0.903089987;0.602059991;35.71;28.71;20.85;48.33;17.54;36.49;1.5528;1.4580;1.3191;1.6842;1.2439;1.5622;-0.1800;1.4400;1.8900;0.0000;1.4218;-3.3200
GUA;Guatemala;2011;0.607;0.595;7267;-0.53;-0.7;-0.74;-0.13;-1.04;-0.31;7.5;58.8;27.3;3.5;50.7;;-0.08;-0.5;0.875061263;0.544068044;36.49;27.49;23.22;49.29;15.49;36.62;1.5622;1.4392;1.3659;1.6928;1.1901;1.5637;0.7800;-1.2200;2.3700;0.9600;-2.0426;0.1300
GUA;Guatemala;2012;0.613;0.601;7423;-0.66;-0.76;-0.63;-0.17;-1.08;-0.36;7.6;58.8;33;3.5;49.9;;-0.04;0.1;0.880813592;0.544068044;29.38;26.07;25.12;46.92;15.02;35.68;1.4681;1.4161;1.4000;1.6714;1.1768;1.5524;-7.1100;-1.4200;1.9000;-2.3700;-0.4695;-0.9400
GUA;Guatemala;2013;0.616;0.605;7557;-0.62;-0.7;-0.67;-0.2;-1.08;-0.37;7.6;58.1;29;3.5;49.2;;0;0;0.880813592;0.544068044;32.23;28.44;23.7;45.97;13.62;36.15;1.5083;1.4539;1.3747;1.6625;1.1340;1.5581;2.8500;2.3700;-1.4200;-0.9500;-1.4085;0.4700
GUA;Guatemala;2014;0.643;0.644;7735;-0.74;-0.73;-0.66;-0.19;-0.96;-0.34;7.5;58.1;32;3.5;48.8;;0.12;-0.1;0.875061263;0.544068044;27.4;23.56;23.81;47.12;15.38;36.95;1.4378;1.3722;1.3768;1.6732;1.1871;1.5676;-4.8300;-4.8800;0.1100;1.1500;1.7696;0.8000
GUA;Guatemala;2015;0.647;0.648;7932;-0.73;-0.71;-0.66;-0.22;-0.95;-0.35;7.1;59.2;28;4;48.5;;0.01;-0.4;0.851258349;0.602059991;25;24.52;22.86;47.12;16.35;35.96;1.3979;1.3895;1.3591;1.6732;1.2134;1.5558;-2.4000;0.9600;-0.9500;0.0000;0.9615;-0.9900
GUA;Guatemala;2016;0.648;0.649;8029;-0.74;-0.61;-0.54;-0.2;-1.02;-0.29;6.9;59.2;28;4;48.3;;-0.07;-0.2;0.838849091;0.602059991;24.04;30.77;25.24;47.12;14.90;36.95;1.3809;1.4881;1.4021;1.6732;1.1733;1.5676;-0.9600;6.2500;2.3800;0.0000;-1.4423;0.9900
